"","TimePST","TemperatureF","Dew.PointF","Humidity","Sea.Level.PressureIn","VisibilityMPH","Wind.Direction","Wind.SpeedMPH","Gust.SpeedMPH","PrecipitationIn","Events","Conditions","WindDirDegrees","DateUTC","date","changedTime"
"89","3:56 PM",53.1,44.1,"71",30.37,7,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-04 23:56:00","01/04/2015",15
"90","4:56 PM",52,45,"77",30.38,7,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-05 00:56:00","01/05/2015",16
"91","5:56 PM",52,43,"71",30.38,8,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-05 01:56:00","01/05/2015",17
"92","6:56 PM",51.1,41,"68",30.38,8,"SSE","4.6","-","N/A","","Partly Cloudy",150,"2015-01-05 02:56:00","01/05/2015",18
"93","7:56 PM",50,39.9,"68",30.37,8,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-05 03:56:00","01/05/2015",19
"94","8:56 PM",50,46.4,"87",30.37,8,"ENE","5.8","-","N/A","","Partly Cloudy",70,"2015-01-05 04:56:00","01/05/2015",20
"95","9:56 PM",48,41,"77",30.39,9,"Calm","Calm","-","N/A","","Clear",0,"2015-01-05 05:56:00","01/05/2015",21
"96","10:56 PM",48,39,"71",30.39,9,"SSE","3.5","-","N/A","","Clear",160,"2015-01-05 06:56:00","01/05/2015",22
"97","11:56 PM",46,41,"83",30.39,9,"SSE","3.5","-","N/A","","Clear",160,"2015-01-05 07:56:00","01/05/2015",23
"98","12:56 AM",46.9,42.1,"83",30.38,9,"SE","4.6","-","N/A","","Clear",130,"2015-01-05 08:56:00","01/05/2015",0
"99","1:56 AM",46.9,42.1,"83",30.39,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-05 09:56:00","01/05/2015",1
"100","2:56 AM",44.1,41,"89",30.39,10,"South","3.5","-","N/A","","Clear",180,"2015-01-05 10:56:00","01/05/2015",2
"101","3:56 AM",44.1,39,"82",30.37,10,"SSE","3.5","-","N/A","","Clear",150,"2015-01-05 11:56:00","01/05/2015",3
"102","4:56 AM",45,39.9,"82",30.36,10,"SSE","5.8","-","N/A","","Clear",150,"2015-01-05 12:56:00","01/05/2015",4
"103","5:56 AM",45,41,"86",30.37,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-05 13:56:00","01/05/2015",5
"104","6:56 AM",44.1,37.9,"79",30.38,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-05 14:56:00","01/05/2015",6
"105","7:56 AM",44.1,39.9,"85",30.38,10,"SE","3.5","-","N/A","","Mostly Cloudy",130,"2015-01-05 15:56:00","01/05/2015",7
"106","8:56 AM",48.9,39.9,"71",30.38,8,"ESE","3.5","-","N/A","","Scattered Clouds",120,"2015-01-05 16:56:00","01/05/2015",8
"107","9:56 AM",52,41,"66",30.38,8,"East","4.6","-","N/A","","Mostly Cloudy",100,"2015-01-05 17:56:00","01/05/2015",9
"108","10:56 AM",54,39,"57",30.35,8,"ESE","5.8","-","N/A","","Mostly Cloudy",120,"2015-01-05 18:56:00","01/05/2015",10
"109","11:56 AM",55.9,42.1,"60",30.33,8,"ENE","3.5","-","N/A","","Mostly Cloudy",70,"2015-01-05 19:56:00","01/05/2015",11
"110","12:56 PM",55.9,41,"57",30.31,8,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-05 20:56:00","01/05/2015",12
"111","1:56 PM",57.9,41,"53",30.28,8,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-05 21:56:00","01/05/2015",13
"112","2:56 PM",59,42.1,"53",30.28,8,"East","3.5","-","N/A","","Mostly Cloudy",100,"2015-01-05 22:56:00","01/05/2015",14
"113","3:56 PM",55.9,46,"69",30.27,8,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-05 23:56:00","01/05/2015",15
"114","4:56 PM",54,46,"75",30.26,9,"East","3.5","-","N/A","","Mostly Cloudy",100,"2015-01-06 00:56:00","01/06/2015",16
"115","5:56 PM",53.1,48,"83",30.25,10,"NE","3.5","-","N/A","","Scattered Clouds",50,"2015-01-06 01:56:00","01/06/2015",17
"116","6:56 PM",54,42.1,"64",30.25,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-06 02:56:00","01/06/2015",18
"117","7:56 PM",55,39.9,"57",30.25,10,"ESE","3.5","-","N/A","","Scattered Clouds",110,"2015-01-06 03:56:00","01/06/2015",19
"118","8:56 PM",52,46.9,"83",30.26,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 04:56:00","01/06/2015",20
"119","9:56 PM",51.1,48,"89",30.26,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 05:56:00","01/06/2015",21
"120","10:56 PM",48.9,48,"97",30.24,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 06:56:00","01/06/2015",22
"121","11:56 PM",48,42.1,"80",30.23,10,"South","5.8","-","N/A","","Partly Cloudy",180,"2015-01-06 07:56:00","01/06/2015",23
"122","12:56 AM",50,43,"77",30.23,10,"ESE","5.8","-","N/A","","Partly Cloudy",120,"2015-01-06 08:56:00","01/06/2015",0
"123","1:56 AM",50,46.9,"89",30.23,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 09:56:00","01/06/2015",1
"124","2:56 AM",45,41,"86",30.24,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 10:56:00","01/06/2015",2
"125","3:56 AM",46.9,41,"80",30.22,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 11:56:00","01/06/2015",3
"126","4:56 AM",45,42.1,"90",30.23,8,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-06 12:56:00","01/06/2015",4
"127","5:56 AM",45,41,"86",30.24,9,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-06 13:56:00","01/06/2015",5
"128","6:56 AM",45,42.1,"90",30.24,10,"SSW","3.5","-","N/A","","Partly Cloudy",200,"2015-01-06 14:56:00","01/06/2015",6
"129","7:56 AM",48,45,"89",30.26,8,"North","4.6","-","N/A","","Partly Cloudy",350,"2015-01-06 15:56:00","01/06/2015",7
"130","8:56 AM",51.1,46.9,"86",30.28,8,"ENE","4.6","-","N/A","","Partly Cloudy",70,"2015-01-06 16:56:00","01/06/2015",8
"131","9:56 AM",54,45,"72",30.28,8,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 17:56:00","01/06/2015",9
"132","10:56 AM",54,46,"75",30.27,8,"East","3.5","-","N/A","","Partly Cloudy",80,"2015-01-06 18:56:00","01/06/2015",10
"133","11:56 AM",55.9,42.1,"60",30.23,8,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 19:56:00","01/06/2015",11
"134","12:56 PM",59,43,"55",30.21,8,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-06 20:56:00","01/06/2015",12
"135","1:56 PM",57.9,46.9,"67",30.19,8,"North","4.6","-","N/A","","Partly Cloudy",10,"2015-01-06 21:56:00","01/06/2015",13
"136","2:56 PM",57.9,48,"70",30.18,9,"North","5.8","-","N/A","","Partly Cloudy",10,"2015-01-06 22:56:00","01/06/2015",14
"137","3:56 PM",59,45,"60",30.17,9,"Calm","Calm","-","N/A","","Clear",0,"2015-01-06 23:56:00","01/06/2015",15
"138","4:56 PM",57,43,"59",30.17,9,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 00:56:00","01/07/2015",16
"139","5:56 PM",57,43,"59",30.18,9,"South","3.5","-","N/A","","Clear",180,"2015-01-07 01:56:00","01/07/2015",17
"140","6:56 PM",55.9,44.1,"64",30.19,10,"South","3.5","-","N/A","","Clear",170,"2015-01-07 02:56:00","01/07/2015",18
"141","7:56 PM",55.9,43,"62",30.2,10,"SE","4.6","-","N/A","","Clear",140,"2015-01-07 03:56:00","01/07/2015",19
"142","8:56 PM",55,44.1,"67",30.2,10,"ESE","3.5","-","N/A","","Clear",110,"2015-01-07 04:56:00","01/07/2015",20
"143","9:56 PM",52,45,"77",30.2,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 05:56:00","01/07/2015",21
"144","10:56 PM",50,44.1,"80",30.19,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 06:56:00","01/07/2015",22
"145","11:56 PM",50,43,"77",30.19,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 07:56:00","01/07/2015",23
"146","12:56 AM",48.9,42.1,"77",30.19,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 08:56:00","01/07/2015",0
"147","1:56 AM",48,44.1,"86",30.19,9,"SSE","3.5","-","N/A","","Clear",150,"2015-01-07 09:56:00","01/07/2015",1
"148","2:56 AM",46.9,43,"86",30.18,10,"SE","5.8","-","N/A","","Clear",140,"2015-01-07 10:56:00","01/07/2015",2
"149","3:56 AM",50,46.9,"89",30.17,10,"ENE","3.5","-","N/A","","Clear",60,"2015-01-07 11:56:00","01/07/2015",3
"150","4:56 AM",48,45,"89",30.15,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 12:56:00","01/07/2015",4
"151","5:56 AM",46,44.1,"93",30.16,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 13:56:00","01/07/2015",5
"152","6:56 AM",45,42.1,"90",30.19,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-07 14:56:00","01/07/2015",6
"153","7:56 AM",48.9,45,"86",30.2,8,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 15:56:00","01/07/2015",7
"154","8:56 AM",52,48.9,"89",30.22,8,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 16:56:00","01/07/2015",8
"155","9:56 AM",55.9,48,"75",30.23,6,"Calm","Calm","-","N/A","","Clear",0,"2015-01-07 17:56:00","01/07/2015",9
"156","10:56 AM",55.9,48.9,"77",30.22,8,"ENE","3.5","-","N/A","","Partly Cloudy",60,"2015-01-07 18:56:00","01/07/2015",10
"157","11:56 AM",55,52,"89",30.19,9,"East","3.5","-","N/A","","Partly Cloudy",90,"2015-01-07 19:56:00","01/07/2015",11
"158","12:56 PM",57,53.1,"87",30.15,9,"NE","3.5","-","N/A","","Scattered Clouds",50,"2015-01-07 20:56:00","01/07/2015",12
"159","1:56 PM",57.9,50,"75",30.13,9,"NE","4.6","-","N/A","","Scattered Clouds",40,"2015-01-07 21:56:00","01/07/2015",13
"160","2:56 PM",59,48.9,"69",30.12,10,"NNE","3.5","-","N/A","","Scattered Clouds",20,"2015-01-07 22:56:00","01/07/2015",14
"161","3:56 PM",57.9,48.9,"72",30.12,10,"North","4.6","-","N/A","","Scattered Clouds",10,"2015-01-07 23:56:00","01/07/2015",15
"162","4:56 PM",57,48,"72",30.1,10,"NNE","4.6","-","N/A","","Scattered Clouds",20,"2015-01-08 00:56:00","01/08/2015",16
"163","5:56 PM",59,45,"60",30.09,10,"Calm","Calm","-","N/A","","Partly Cloudy",0,"2015-01-08 01:56:00","01/08/2015",17
"164","6:56 PM",57.9,46.9,"67",30.09,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-08 02:56:00","01/08/2015",18
"165","7:56 PM",54,46.9,"77",30.09,10,"Calm","Calm","-","N/A","","Clear",0,"2015-01-08 03:56:00","01/08/2015",19
"166","8:56 PM",55,48,"77",30.09,10,"South","3.5","-","N/A","","Partly Cloudy",190,"2015-01-08 04:56:00","01/08/2015",20
"167","9:56 PM",53.1,48.9,"86",30.08,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-08 05:56:00","01/08/2015",21
"168","10:56 PM",53.1,46.9,"80",30.09,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-08 06:56:00","01/08/2015",22
"169","11:56 PM",51.1,46.9,"86",30.09,10,"SSE","5.8","-","N/A","","Scattered Clouds",160,"2015-01-08 07:56:00","01/08/2015",23
"170","12:56 AM",52,45,"77",30.07,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-08 08:56:00","01/08/2015",0
"171","1:56 AM",48.9,46,"90",30.08,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2015-01-08 09:56:00","01/08/2015",1
"172","2:56 AM",48.9,45,"86",30.09,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 10:56:00","01/08/2015",2
"173","3:56 AM",48.9,45,"86",30.07,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 11:56:00","01/08/2015",3
"174","4:56 AM",50,46,"86",30.06,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 12:56:00","01/08/2015",4
"175","5:56 AM",50,46.9,"89",30.06,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 13:56:00","01/08/2015",5
"176","6:56 AM",50,45,"83",30.06,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 14:56:00","01/08/2015",6
"177","7:56 AM",52,50,"93",30.08,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 15:56:00","01/08/2015",7
"178","8:56 AM",52,51.1,"97",30.1,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 16:56:00","01/08/2015",8
"179","9:56 AM",55.9,50,"80",30.1,9,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 17:56:00","01/08/2015",9
"180","10:56 AM",55.9,50,"80",30.09,8,"NNE","4.6","-","N/A","","Mostly Cloudy",30,"2015-01-08 18:56:00","01/08/2015",10
"181","11:56 AM",55,51.1,"86",30.06,5,"ENE","3.5","-","N/A","","Overcast",60,"2015-01-08 19:56:00","01/08/2015",11
"182","12:56 PM",55.9,52,"87",30.03,4,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 20:56:00","01/08/2015",12
"183","1:56 PM",55.9,52,"87",30.04,4,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2015-01-08 21:56:00","01/08/2015",13
"184","2:56 PM",57,51.1,"81",30.02,5,"Calm","Calm","-","N/A","","Haze",0,"2015-01-08 22:56:00","01/08/2015",14
"185","3:56 PM",57.9,50,"75",30.02,5,"Calm","Calm","-","N/A","","Haze",0,"2015-01-08 23:56:00","01/08/2015",15
"186","4:56 PM",57.9,46.9,"67",30.02,6,"Calm","Calm","-","N/A","","Haze",0,"2015-01-09 00:56:00","01/09/2015",16
"187","5:56 PM",57.9,48,"70",30.01,6,"Calm","Calm","-","N/A","","Haze",0,"2015-01-09 01:56:00","01/09/2015",17
"188","6:56 PM",55,50,"83",30.01,7,"ENE","3.5","-","N/A","","Mostly Cloudy",60,"2015-01-09 02:56:00","01/09/2015",18
"189","7:56 PM",54,52,"93",30.01,6,"East","3.5","-","N/A","","Mostly Cloudy",90,"2015-01-09 03:56:00","01/09/2015",19
